Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,323.540009,324.890015,322.529999,324.869995,311.117065,59151200
2020-01-03,321.160004,323.640015,321.100006,322.410004,308.761169,77709700
2020-01-06,320.489990,323.730011,320.359985,323.640015,309.939087,55653900
2020-01-07,323.019989,323.540009,322.239990,322.730011,309.067688,40496400
2020-01-08,322.940002,325.779999,322.670013,324.450012,310.714844,68296000
2020-01-09,326.160004,326.730011,325.519989,326.649994,312.821655,48473300
2020-01-10,327.290009,327.459991,325.200012,325.709991,311.921509,53029300
2020-01-13,326.390015,327.959991,325.920013,327.950012,314.066681,47086800
2020-01-14,327.470001,328.619995,326.839996,327.450012,313.587799,62832800
2020-01-15,327.350006,329.019989,327.260010,328.190002,314.296478,72056600
2020-01-16,329.700012,330.920013,329.450012,330.920013,316.910919,54050300
2020-01-17,331.700012,332.179993,330.850006,331.950012,317.897339,95846000
2020-01-21,330.899994,332.179993,330.820007,331.299988,317.274780,77742400
2020-01-22,332.239990,332.950012,331.170013,331.339996,317.313171,48914900
2020-01-23,330.630005,332.170013,329.410004,331.720001,317.677002,51963000
2020-01-24,332.440002,332.529999,327.359985,328.769989,314.851929,87578400
2020-01-27,323.029999,325.119995,322.660004,323.500000,309.805023,84062500
2020-01-28,325.059998,327.850006,323.600006,326.890015,313.051514,63834000
2020-01-29,328.380005,328.630005,326.399994,326.619995,312.792938,53888900
2020-01-30,324.359985,327.910004,323.540009,327.679993,313.808075,75491800
2020-01-31,327.000000,327.170013,320.730011,321.730011,308.110016,113845600
2020-02-03,323.350006,326.160004,323.220001,324.119995,310.398712,69083000
2020-02-04,328.070007,330.010010,327.720001,329.059998,315.129639,62573200
2020-02-05,332.269989,333.089996,330.670013,332.859985,318.768799,65951100
2020-02-06,333.910004,334.190002,332.799988,333.980011,319.841339,50359700
2020-02-07,332.820007,333.989990,331.600006,332.200012,318.136719,64139400
2020-02-10,331.230011,334.750000,331.190002,334.679993,320.511688,42070000
2020-02-11,336.160004,337.019989,334.679993,335.260010,321.067200,54864500
2020-02-12,336.829987,337.649994,336.429993,337.420013,323.135742,43992700
2020-02-13,335.859985,338.119995,335.559998,337.059998,322.791016,54501900
2020-02-14,337.510010,337.730011,336.200012,337.600006,323.308167,64582200
2020-02-18,336.510010,337.670013,335.209991,336.730011,322.474945,57226200
2020-02-19,337.790009,339.079987,337.480011,338.339996,324.016785,48814700
2020-02-20,337.739990,338.640015,333.679993,336.950012,322.685638,74163400
2020-02-21,335.470001,335.809998,332.579987,333.480011,319.362579,113788200
2020-02-24,323.140015,333.559998,321.239990,322.420013,308.770782,161088400
2020-02-25,323.940002,324.609985,311.690002,312.649994,299.414276,218913200
2020-02-26,314.179993,318.109985,310.700012,311.500000,298.313049,194773800
2020-02-27,305.459991,311.559998,297.510010,297.510010,284.915283,284353500
2020-02-28,288.700012,297.890015,285.540009,296.260010,283.718231,384975800
2020-03-02,298.209991,309.160004,294.459991,309.089996,296.005066,238703600
2020-03-03,309.500000,313.839996,297.570007,300.239990,287.529694,300139100
2020-03-04,306.119995,313.100006,303.329987,312.859985,299.615448,176613400
2020-03-05,304.980011,308.470001,300.010010,302.459991,289.655701,186366800
2020-03-06,293.149994,298.779999,290.230011,297.459991,284.867371,228667200
2020-03-09,275.299988,284.190002,273.450012,274.230011,262.620819,309417300
2020-03-10,284.640015,288.519989,273.500000,288.420013,276.210114,276444100
2020-03-11,280.700012,281.940002,270.880005,274.359985,262.745331,255316300
2020-03-12,256.000000,266.660004,247.679993,248.110001,237.606567,392220700
2020-03-13,263.089996,271.480011,248.520004,269.320007,257.918701,329566100
2020-03-16,241.179993,256.899994,237.360001,239.850006,229.696259,297240000
2020-03-17,245.039993,256.170013,237.070007,252.800003,242.098038,262070500
2020-03-18,236.250000,248.369995,228.020004,240.000000,229.839905,327597100
2020-03-19,239.250000,247.380005,232.220001,240.509995,230.328308,289322000
2020-03-20,242.529999,244.470001,228.500000,228.800003,220.402481,347158800
2020-03-23,228.190002,229.679993,218.259995,222.949997,214.767181,326025200
2020-03-24,234.419998,244.100006,233.800003,243.149994,234.225784,235494500
2020-03-25,244.869995,256.350006,239.750000,246.789993,237.732208,299430300
2020-03-26,249.520004,262.799988,249.050003,261.200012,251.613327,257632800
2020-03-27,253.270004,260.809998,251.050003,253.419998,244.118881,224341200
2020-03-30,255.699997,262.429993,253.529999,261.649994,252.046814,171369500
2020-03-31,260.559998,263.329987,256.220001,257.750000,248.289948,194881100
2020-04-01,247.979996,257.660004,243.899994,246.149994,237.115692,189554600
2020-04-02,245.190002,252.679993,244.589996,251.830002,242.587219,177660400
2020-04-03,250.759995,253.320007,245.220001,248.190002,239.080841,135561200
2020-04-06,257.839996,267.000000,248.169998,264.859985,255.138992,188061200
2020-04-07,274.209991,275.029999,264.890015,265.130005,255.399109,201427200
2020-04-08,267.959991,276.000000,265.250000,274.029999,263.972443,153774500
2020-04-09,277.579987,281.200012,275.470001,278.200012,267.989441,189999200
2020-04-13,277.140015,277.510010,271.410004,275.660004,265.542603,114839100
2020-04-14,280.980011,284.899994,275.510010,283.790009,273.374237,134143400
2020-04-15,277.570007,283.940002,275.459991,277.760010,267.565521,121775000
2020-04-16,279.149994,280.029999,275.760010,279.100006,268.856323,131798300
2020-04-17,285.380005,287.299988,282.399994,286.640015,276.119690,146684800
2020-04-20,282.609985,286.790009,281.350006,281.589996,271.254944,100109300
2020-04-21,276.730011,278.040009,272.019989,273.040009,263.018738,126385700
2020-04-22,278.350006,281.000000,276.910004,279.100006,268.856323,92951600
2020-04-23,280.489990,283.940002,278.750000,279.079987,268.837067,104709700
2020-04-24,280.730011,283.700012,278.500000,282.970001,272.584320,85063200
2020-04-27,285.119995,288.269989,284.619995,287.049988,276.514587,77896600
2020-04-28,291.019989,291.399994,285.399994,285.730011,275.243042,105270000
2020-04-29,291.529999,294.880005,290.410004,293.209991,282.448517,118745600
2020-04-30,291.709991,293.320007,288.589996,290.480011,279.818726,122901700
2020-05-01,285.309998,290.660004,281.519989,282.790009,272.410950,125180000
2020-05-04,280.739990,283.899994,279.130005,283.570007,273.162323,80873200
2020-05-05,286.640015,289.250000,283.709991,286.190002,275.686127,79569900
2020-05-06,288.040009,288.459991,283.779999,284.250000,273.817352,73632600
2020-05-07,287.750000,289.779999,287.130005,287.679993,277.121460,75250400
2020-05-08,291.089996,292.950012,289.859985,292.440002,281.706787,76452400
2020-05-11,290.339996,294.000000,289.880005,292.500000,281.764526,79514200
2020-05-12,293.790009,294.239990,286.519989,286.670013,276.148529,95870800
2020-05-13,286.059998,287.190002,278.959991,281.600006,271.264618,144721100
2020-05-14,278.950012,285.109985,272.989990,284.970001,274.510895,121977900
2020-05-15,282.369995,286.329987,281.339996,286.279999,275.772797,111146300
2020-05-18,293.049988,296.750000,292.700012,295.000000,284.172821,119703800
2020-05-19,294.350006,296.209991,291.950012,291.970001,281.254028,95189300
2020-05-20,295.820007,297.869995,295.570007,296.929993,286.031921,85861700
2020-05-21,296.790009,297.670013,293.690002,294.880005,284.057159,78293900
2020-05-22,294.570007,295.630005,293.220001,295.440002,284.596680,63958200
